stdio    D         file_stdio.c:107  file_stdio_fopen                 [   0.00000] opening C:\HSJ Academics\IBA\Sem 4\OOP\Project\demo\d1_HSJ_PACMAN OOP\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [  40.06328] added dtor for bitmap 0000023BB3936BD0, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.06334] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.06338] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.06367] removed dtor for bitmap 0000023BB3936BD0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.06392] converting display bitmap 0000023BB3914DA0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.06397] added dtor for bitmap 0000023BB3937580, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.06401] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.06404] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.06433] removed dtor for bitmap 0000023BB3937580
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.06456] converting display bitmap 0000023BB39216D0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.06461] added dtor for bitmap 0000023BB3937390, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.06465] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.06467] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.06496] removed dtor for bitmap 0000023BB3937390
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.06520] converting display bitmap 0000023BB391E7E0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.06533] added dtor for bitmap 0000023BB3936BD0, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.06538] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.06542] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.06605] removed dtor for bitmap 0000023BB3936BD0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.06637] converting display bitmap 0000023BB390EA10 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.06643] added dtor for bitmap 0000023BB3936BD0, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.06648] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.06652] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.06678] removed dtor for bitmap 0000023BB3936BD0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.06701] converting display bitmap 0000023BB391A170 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.06706] added dtor for bitmap 0000023BB3937770, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.06710] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.06713] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.06744] removed dtor for bitmap 0000023BB3937770
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.06770] converting display bitmap 0000023BAEBDAD60 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.06775] added dtor for bitmap 0000023BB3937580, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.06780] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.06784] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.06812] removed dtor for bitmap 0000023BB3937580
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.06836] converting display bitmap 0000023BAEBDA9A0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.06841] added dtor for bitmap 0000023BB3937390, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.06845] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.06849] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.06873] removed dtor for bitmap 0000023BB3937390
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.06896] converting display bitmap 0000023BB3672F30 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.06901] added dtor for bitmap 0000023BB3936BD0, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.06906] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.06910] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.06937] removed dtor for bitmap 0000023BB3936BD0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.07007] converting display bitmap 0000023BAEBDDAD0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.07014] added dtor for bitmap 0000023BB3936BD0, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.07021] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.07024] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.07051] removed dtor for bitmap 0000023BB3936BD0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.07075] converting display bitmap 0000023BB366AA20 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.07100] added dtor for bitmap 0000023BB3936BD0, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.07107] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.07110] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.07173] removed dtor for bitmap 0000023BB3936BD0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [  40.07253] converting display bitmap 0000023BAEC9EF80 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [  40.07287] added dtor for bitmap 0000023BB3936BD0, func 00007FFE7B4C1190
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  40.07292] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  40.07295] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.07360] removed dtor for bitmap 0000023BB3936BD0
d3d      D         d3d_disp.cpp:894  d3d_destroy_display_internals    [  40.07410] waiting for display 0000023BAD02A660's thread to end
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [  40.09775] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1557 d3d_display_thread_proc          [  40.10593] d3d display thread exits
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.10692] removed dtor for timer 0000023BAEBC1000
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.10702] removed dtor for queue 0000023BAEC84600
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.10710] removed dtor for ttf_font 0000023BB3918210
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11755] removed dtor for bitmap 0000023BAEC9EF80
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11794] removed dtor for bitmap 0000023BB366AA20
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11809] removed dtor for bitmap 0000023BAEBDDAD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11814] removed dtor for bitmap 0000023BB3672F30
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11844] removed dtor for bitmap 0000023BAEBDA9A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11851] removed dtor for bitmap 0000023BAEBDAD60
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11855] removed dtor for bitmap 0000023BB391A170
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11859] removed dtor for bitmap 0000023BB390EA10
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11863] removed dtor for bitmap 0000023BB391E7E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11873] removed dtor for bitmap 0000023BB39216D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11879] removed dtor for bitmap 0000023BB3927710
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11884] removed dtor for bitmap 0000023BB3914DA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11889] removed dtor for bitmap 0000023BB392A600
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11895] removed dtor for bitmap 0000023BB392C4F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  40.11900] removed dtor for bitmap 0000023BB392D3D0
